//############################################################
//# -- SSEMU MUONLINE SERVER EMULATOR
//# -- www.ssemu.com.ar
//# -- www.facebook.com/ssemuemulator
//# -- © 2023 SetecSoft Development
//# ----------------------------------------------------------
//# -- File is a part of SSeMU MuOnline Server files.
//############################################################

0
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   381            0             195         116         2
   382            0             140         061         2
   383            0             139         059         2
   384            0             192         116         2
end

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   386            10            131         093         *
   387            10            131         089         *
   388            10            131         085         *
   386            10            168         123         *
   387            10            164         123         *
   388            10            160         123         *
   386            10            169         048         *
   387            10            169         052         *
   388            10            169         056         *
   386            10            206         085         *
   387            10            206         081         *
   388            10            206         077         *
   386            10            158         085         *
   387            10            168         094         *
   388            10            169         075         *
   386            10            179         085         *
   387            10            157         066         *
   388            10            162         066         *
   386            10            150         078         *
   387            10            150         073         *
   388            10            176         103         *
   386            10            181         103         *
   387            10            187         098         *
   388            10            187         092         *
   386            10            197         057         *
   387            10            141         113         *
   388            10            193         061         *
   386            10            145         109         *
   387            10            189         065         *
   388            10            149         105         *
   386            10            167         087         *
   387            10            171         083         *
end
