//############################################################
//# -- SSEMU MUONLINE SERVER EMULATOR
//# -- www.ssemu.com.ar
//# -- www.facebook.com/ssemuemulator
//# -- © 2023 SetecSoft Development
//# ----------------------------------------------------------
//# -- File is a part of SSeMU MuOnline Server files.
//############################################################

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   523            0             154         048         8
   523            0             154         044         8
   523            0             154         040         8
   523            0             154         036         8
   523            0             154         032         8
   523            0             154         028         8
   523            0             154         024         8
   523            0             157         026         8
   523            0             161         026         8
   523            0             233         060         8
   523            0             233         064         8
   523            0             233         068         8
   523            0             230         066         8
   523            0             226         066         8
   523            0             222         066         8
   523            0             218         066         8
   523            0             220         070         8
   523            0             220         074         8
   523            0             220         078         8
   523            0             220         082         8
   523            0             220         086         8
   523            0             154         048         8
   523            0             154         044         8
   523            0             154         040         8
   523            0             154         036         8
   523            0             154         032         8
   523            0             154         028         8
   523            0             154         024         8
   523            0             157         026         8
   523            0             161         026         8
   523            0             233         060         8
   523            0             233         064         8
   523            0             233         068         8
   523            0             230         066         8
   523            0             226         066         8
   523            0             222         066         8
   523            0             218         066         8
   523            0             220         070         8
   523            0             220         074         8
   523            0             220         078         8
   523            0             220         082         8
   523            0             220         086         8
end
