//############################################################
//# -- SSEMU MUONLINE SERVER EMULATOR
//# -- www.ssemu.com.ar
//# -- www.facebook.com/ssemuemulator
//# -- © 2023 SetecSoft Development
//# ----------------------------------------------------------
//# -- File is a part of SSeMU MuOnline Server files.
//############################################################

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   523            0             045         067         8
   523            0             042         062         8
   523            0             039         067         8
   523            0             035         062         8
   523            0             032         067         8
   523            0             029         062         8
   523            0             026         067         8
   523            0             024         062         8
   523            0             022         066         8
   523            0             041         122         8
   523            0             041         126         8
   523            0             041         130         8
   523            0             045         128         8
   523            0             050         128         8
   523            0             055         129         8
   523            0             055         134         8
   523            0             055         139         8
   523            0             055         144         8
   523            0             055         149         8
   523            0             045         067         8
   523            0             042         062         8
   523            0             039         067         8
   523            0             035         062         8
   523            0             032         067         8
   523            0             029         062         8
   523            0             026         067         8
   523            0             024         062         8
   523            0             022         066         8
   523            0             041         122         8
   523            0             041         126         8
   523            0             041         130         8
   523            0             045         128         8
   523            0             050         128         8
   523            0             055         129         8
   523            0             055         134         8
   523            0             055         139         8
   523            0             055         144         8
   523            0             055         149         8
end
