//############################################################
//# -- SSEMU MUONLINE SERVER EMULATOR
//# -- www.ssemu.com.ar
//# -- www.facebook.com/ssemuemulator
//# -- © 2023 SetecSoft Development
//# ----------------------------------------------------------
//# -- File is a part of SSeMU MuOnline Server files.
//############################################################

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   523            0             113         193         8
   523            0             112         198         8
   523            0             112         203         8
   523            0             107         203         8
   523            0             102         203         8
   523            0             097         203         8
   523            0             093         203         8
   523            0             093         198         8
   523            0             093         192         8
   523            0             093         187         8
   523            0             097         186         8
   523            0             102         186         8
   523            0             107         186         8
   523            0             112         187         8
   523            0             222         165         8
   523            0             222         170         8
   523            0             222         175         8
   523            0             222         180         8
   523            0             222         185         8
   523            0             222         190         8
   523            0             113         193         8
   523            0             112         198         8
   523            0             112         203         8
   523            0             107         203         8
   523            0             102         203         8
   523            0             097         203         8
   523            0             093         203         8
   523            0             093         198         8
   523            0             093         192         8
   523            0             093         187         8
   523            0             097         186         8
   523            0             102         186         8
   523            0             107         186         8
   523            0             112         187         8
   523            0             222         165         8
   523            0             222         170         8
   523            0             222         175         8
   523            0             222         180         8
   523            0             222         185         8
   523            0             222         190         8
end
